,Label1,Label2,Count,Total_Label_1,Total_Label_2,p_value,p_value_fdr
9626,Domain of unknown function (DUF5110),NPCBM/NEW2 domain,2,84,76,0.0006827144790512097,0.0015277583639980372
9627,NPCBM/NEW2 domain,Ricin-type beta-trefoil lectin domain-like,2,76,165,0.0025879350682989828,0.004788861053089141
9628,Bacterial Ig-like domain (group 4),NPCBM/NEW2 domain,2,149,76,0.0021188359058401302,0.004033434913004637
9629,Cellulose or protein binding domain,NPCBM/NEW2 domain,2,469,76,0.019221896978144862,0.027109417080492554
9630,Glycosyl hydrolases family 11,NPCBM/NEW2 domain,2,189,76,0.0033745167814622917,0.0060016242465418725
9631,"Glycosyl hydrolases family 2, TIM barrel domain",NlpC/P60 family,2,307,257,0.0804132095046339,0.09762503284393834
9632,Carbohydrate binding module (family 35),"Glycosyl hydrolases family 2, TIM barrel domain",4,88,307,2.2298175335202346e-05,8.767054029396822e-05
9633,Carbohydrate binding module (family 6),"Glycosyl hydrolases family 2, TIM barrel domain",3,149,307,0.002655634275147573,0.004892244289667352
9634,Domain of unknown function (DUF5110),"Glycosyl hydrolases family 2, TIM barrel domain",2,84,307,0.010444999439687333,0.015794299650023037
9635,"Glycosyl hydrolases family 2, TIM barrel domain",Ricin-type beta-trefoil lectin domain-like,2,307,165,0.03682918494638492,0.04840650142442173
9636,Cellulose or protein binding domain,"Glycosyl hydrolases family 2, TIM barrel domain",4,469,307,0.011095918673957653,0.016667657858439697
9637,Glycosyl hydrolases family 11,"Glycosyl hydrolases family 2, TIM barrel domain",2,189,307,0.047014605473693225,0.060159725068355395
9638,F5/8 type C domain,NlpC/P60 family,2,329,257,0.09042326621198724,0.10873404335360627
9639,F5/8 type C domain,Putative peptidoglycan binding domain,2,329,348,0.14838451903324867,0.17056630531746067
9640,F5/8 type C domain,Glycosyl hydrolase 31 N-terminal galactose mutarotase-like domain,2,329,142,0.03178224897559257,0.04246875805016981
9641,Carbohydrate binding module (family 35),F5/8 type C domain,2,88,329,0.013016120052035143,0.01917867272257754
9642,F5/8 type C domain,Glycosyl hydrolase family 31 C-terminal domain,2,329,134,0.028578008275871425,0.03859113617556122
9643,F5/8 type C domain,Glycosyl hydrolases family 31 TIM-barrel domain,2,329,182,0.049719173170678414,0.06327199308531004
9644,Carbohydrate binding module (family 6),F5/8 type C domain,5,149,329,1.2479760097270585e-05,5.3882647636513655e-05
9645,Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain,F5/8 type C domain,2,117,329,0.022237468550562717,0.030834504910138498
9646,Domain of unknown function (DUF5110),F5/8 type C domain,2,84,329,0.011913932927148409,0.017753271197365788
9647,F5/8 type C domain,Ricin-type beta-trefoil lectin domain-like,6,329,165,1.0400078988150567e-06,6.362202166804416e-06
9648,Cellulose or protein binding domain,F5/8 type C domain,4,469,329,0.013979228638197352,0.020420240943271398
9649,F5/8 type C domain,Glycosyl hydrolases family 11,4,329,189,0.0005523009593815593,0.0012798304311478765
9650,Glycosyl hydrolases family 2,Hydrazine synthase alpha subunit middle domain,1,253,68,0.0971113832163688,0.11591364490936082
9651,Glycosyl hydrolases family 2,WD40-like Beta Propeller Repeat,1,253,481,0.5149443535173542,0.5442674639716983
9652,Concanavalin A-like lectin/glucanases superfamily,Glycosyl hydrolases family 2,1,538,253,0.5548593386638561,0.5842453809417197
9653,Atrophied bacterial Ig domain,Glycosyl hydrolases family 2,1,234,253,0.2965162450072279,0.3236415961789723
9654,Glycosyl hydrolases family 2,O-Glycosyl hydrolase family 30,3,253,150,0.001565205431497423,0.003110702874574415
9655,F5/8 type C domain,Glycosyl hydrolases family 2,1,329,253,0.3902087559290538,0.41902604239652275
9656,Carbohydrate binding domain,Glycosyl hydrolases family 2,2,191,253,0.03381697792471107,0.04492174398214797
9657,Bacterial Ig-like domain (group 2),Glycosyl hydrolases family 2,1,916,253,0.7483155695900228,0.7763633232520272
9658,GDSL-like Lipase/Acylhydrolase family,Glycosyl hydrolases family 2,1,268,253,0.3315906107216701,0.35938248547499596
9659,Glycosyl hydrolases family 2,NlpC/P60 family,2,253,257,0.05752111248640987,0.07213075643650294
9660,Carbohydrate binding module (family 35),Glycosyl hydrolases family 2,4,88,253,1.0463846334974338e-05,4.623097236501376e-05
9661,FIVAR domain,Glycosyl hydrolases family 2,5,523,253,0.0012466547302795348,0.0025591014057788036
9662,Carbohydrate binding module (family 6),Glycosyl hydrolases family 2,3,149,253,0.0015355917042153286,0.003062444991132364
9663,Domain of unknown function (DUF5110),Glycosyl hydrolases family 2,2,84,253,0.007212722042640324,0.01147387703305693
9664,Glycosyl hydrolases family 2,Ricin-type beta-trefoil lectin domain-like,2,253,165,0.02586126575717238,0.03532522274601513
9665,Bacterial Ig-like domain (group 4),Glycosyl hydrolases family 2,2,149,253,0.02140628472702536,0.029803902047047564
9666,Cellulose or protein binding domain,Glycosyl hydrolases family 2,4,469,253,0.005724506231023757,0.009407535792312688
9667,Glycosyl hydrolases family 11,Glycosyl hydrolases family 2,2,189,253,0.033174956040392826,0.04415568497246235
9668,Glycoside hydrolase family 2 C-terminal domain 5,Hydrazine synthase alpha subunit middle domain,1,64,68,0.02549668409044645,0.03490432580363886
9669,Glycoside hydrolase family 2 C-terminal domain 5,WD40-like Beta Propeller Repeat,1,64,481,0.16716093506704788,0.19019350984324818
9670,Concanavalin A-like lectin/glucanases superfamily,Glycoside hydrolase family 2 C-terminal domain 5,1,538,64,0.1850475594344515,0.20902640734368497
9671,Atrophied bacterial Ig domain,Glycoside hydrolase family 2 C-terminal domain 5,1,234,64,0.08508151686221763,0.10286093224347038
9672,Glycoside hydrolase family 2 C-terminal domain 5,O-Glycosyl hydrolase family 30,3,64,150,2.7647919781690117e-05,0.0001044729600376474
9673,F5/8 type C domain,Glycoside hydrolase family 2 C-terminal domain 5,1,329,64,0.11755226987124803,0.13800194652403314
9674,Carbohydrate binding domain,Glycoside hydrolase family 2 C-terminal domain 5,2,191,64,0.00245835877735532,0.004587756863687583
9675,Bacterial Ig-like domain (group 2),Glycoside hydrolase family 2 C-terminal domain 5,1,916,64,0.2944574497222581,0.32156420660753837
9676,GDSL-like Lipase/Acylhydrolase family,Glycoside hydrolase family 2 C-terminal domain 5,1,268,64,0.09683555947229869,0.11565117906825623
9677,Glycoside hydrolase family 2 C-terminal domain 5,NlpC/P60 family,2,64,257,0.004385744287290042,0.007497026672312848
9678,Glycoside hydrolase family 2 C-terminal domain 5,Putative peptidoglycan binding domain,2,64,348,0.00787343452990452,0.01237450636780448
9679,Glycoside hydrolase family 2 C-terminal domain 5,Glycosyl hydrolase 31 N-terminal galactose mutarotase-like domain,2,64,142,0.001372656469065755,0.002776329630330883
9680,Carbohydrate binding module (family 35),Glycoside hydrolase family 2 C-terminal domain 5,2,88,64,0.0005318516378912525,0.0012389698418969611
9681,Glycoside hydrolase family 2 C-terminal domain 5,Glycosyl hydrolase family 31 C-terminal domain,2,64,134,0.0012242210193121165,0.002518978805484788
9682,FIVAR domain,Glycoside hydrolase family 2 C-terminal domain 5,5,523,64,1.8490977117425547e-06,1.0492259436251593e-05
9683,Glycoside hydrolase family 2 C-terminal domain 5,Glycosyl hydrolases family 31 TIM-barrel domain,2,64,182,0.002236465161240667,0.0042273873424420235
9684,Carbohydrate binding module (family 6),Glycoside hydrolase family 2 C-terminal domain 5,3,149,64,2.7102302686687532e-05,0.00010277481792928923
9685,Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain,Glycoside hydrolase family 2 C-terminal domain 5,2,117,64,0.0009361640147147575,0.0019953678313840884
9686,Domain of unknown function (DUF5110),Glycoside hydrolase family 2 C-terminal domain 5,2,84,64,0.00048480940321416177,0.001147613512336488
9687,Glycoside hydrolase family 2 C-terminal domain 5,Ricin-type beta-trefoil lectin domain-like,2,64,165,0.0018447705695763832,0.003588243761370245
9688,Bacterial Ig-like domain (group 4),Glycoside hydrolase family 2 C-terminal domain 5,2,149,64,0.001509244741230723,0.0030145530829238463
9689,Cellulose or protein binding domain,Glycoside hydrolase family 2 C-terminal domain 5,2,469,64,0.013897177999845913,0.02031904606864757
9690,Glycoside hydrolase family 2 C-terminal domain 5,Glycosyl hydrolases family 11,2,64,189,0.0024081853115777785,0.004512783005935629
9691,Cadherin-like beta sandwich domain,Hydrazine synthase alpha subunit middle domain,1,90,68,0.03567077598850185,0.04707158306938878
9692,Cadherin-like beta sandwich domain,WD40-like Beta Propeller Repeat,1,90,481,0.22682037872244212,0.25232501053660816
9693,Cadherin-like beta sandwich domain,Concanavalin A-like lectin/glucanases superfamily,1,90,538,0.2500711003996158,0.2760220009055066
9694,Atrophied bacterial Ig domain,Cadherin-like beta sandwich domain,1,234,90,0.11755060625495772,0.13800194652403314
9695,Cadherin-like beta sandwich domain,O-Glycosyl hydrolase family 30,3,90,150,7.664768102165636e-05,0.00024370542884312305
9696,Cadherin-like beta sandwich domain,F5/8 type C domain,1,90,329,0.16127566407066696,0.1841763451888424
9697,Bacterial Ig-like domain (group 2),Cadherin-like beta sandwich domain,3,916,90,0.013241029325472952,0.019462910596630714
9698,Cadherin-like beta sandwich domain,GDSL-like Lipase/Acylhydrolase family,3,90,268,0.00042143802176734796,0.0010187133476833592
9699,Cadherin-like beta sandwich domain,NlpC/P60 family,2,90,257,0.00848918840036584,0.013189881917220052
9700,Cadherin-like beta sandwich domain,Putative peptidoglycan binding domain,2,90,348,0.015101100792202622,0.02183992873192793
9701,Cadherin-like beta sandwich domain,Glycosyl hydrolase 31 N-terminal galactose mutarotase-like domain,2,90,142,0.002688131047713147,0.004943301820843538
9702,Cadherin-like beta sandwich domain,Carbohydrate binding module (family 35),2,90,88,0.001047302739990926,0.002201166777271028
9703,Cadherin-like beta sandwich domain,Glycosyl hydrolase family 31 C-terminal domain,2,90,134,0.0023993984231026316,0.00449917123374382
9704,Cadherin-like beta sandwich domain,FIVAR domain,5,90,523,9.974488354376989e-06,4.4315104362581225e-05
9705,Cadherin-like beta sandwich domain,Glycosyl hydrolases family 31 TIM-barrel domain,2,90,182,0.004361982807049772,0.0074619606603266424
9706,Cadherin-like beta sandwich domain,Carbohydrate binding module (family 6),3,90,149,7.51437243500985e-05,0.00023962782054086782
9707,Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain,Cadherin-like beta sandwich domain,2,117,90,0.0018380076747116613,0.003577229357117189
9708,Cadherin-like beta sandwich domain,Domain of unknown function (DUF5110),2,90,84,0.0009550594595122894,0.0020307016673336248
9709,Cadherin-like beta sandwich domain,Ricin-type beta-trefoil lectin domain-like,2,90,165,0.0036042460212709617,0.006363131402136243
9710,Bacterial Ig-like domain (group 4),Cadherin-like beta sandwich domain,2,149,90,0.0029535117100686625,0.005345274540839364
9711,Cadherin-like beta sandwich domain,Cellulose or protein binding domain,2,90,469,0.02633434614407063,0.035877661937204215
9712,Cadherin-like beta sandwich domain,Glycosyl hydrolases family 11,2,90,189,0.004693567351237331,0.007939257463386706
9713,"Bacterial regulatory proteins, lacI family",Zinc-binding dehydrogenase,5,405,72,9.572301167102292e-07,5.917084341769033e-06
9714,Alcohol dehydrogenase GroES-like domain,"Bacterial regulatory proteins, lacI family",5,72,405,9.572301167102296e-07,5.917084341769033e-06
9715,"Alanine racemase, C-terminal domain",Periplasmic binding protein-like domain,1,34,230,0.045365489729138675,0.058233314572225005
9716,"Alanine racemase, N-terminal domain",Periplasmic binding protein-like domain,1,34,230,0.045365489729138675,0.058233314572225005
9717,Periplasmic binding protein-like domain,Zinc-binding dehydrogenase,5,230,72,5.878676780520352e-08,5.06261556813075e-07
9718,Alcohol dehydrogenase GroES-like domain,Periplasmic binding protein-like domain,5,72,230,5.878676780520352e-08,5.06261556813075e-07
9719,Poxvirus D5 protein-like,Protein of unknown function (DUF3991),6,279,115,4.710865387660447e-08,4.1805392111869123e-07
9720,D5 N terminal like,Protein of unknown function (DUF3991),8,482,115,1.9084196608749578e-09,2.249737361910576e-08
9721,"Bifunctional DNA primase/polymerase, N-terminal",SEC-C motif,4,408,46,5.091758748381813e-06,2.493811740981717e-05
9722,AAA domain,SEC-C motif,4,1791,46,0.0014531403009375946,0.002917143883736567
9723,MCM AAA-lid domain,SEC-C motif,2,45,46,7.158201302167085e-05,0.00023043769005902043
9724,MCM P-loop domain,SEC-C motif,2,66,46,0.0001545290992290047,0.000435491097827195
9725,MCM OB domain,SEC-C motif,2,66,46,0.0001545290992290047,0.000435491097827195
9726,"Bifunctional DNA primase/polymerase, N-terminal",Plasmid pRiA4b ORF-3-like protein,4,408,14,3.320795706104707e-08,3.042272610329067e-07
9727,AAA domain,Plasmid pRiA4b ORF-3-like protein,4,1791,14,1.1677089640793005e-05,5.083098579003726e-05
9728,MCM AAA-lid domain,Plasmid pRiA4b ORF-3-like protein,2,45,14,6.32801450787364e-06,3.0218096069123157e-05
9729,MCM P-loop domain,Plasmid pRiA4b ORF-3-like protein,2,66,14,1.3697041079854438e-05,5.835848308430872e-05
9730,MCM OB domain,Plasmid pRiA4b ORF-3-like protein,2,66,14,1.3697041079854438e-05,5.835848308430872e-05
9731,DHHA1 domain,"Formyl transferase, C-terminal domain",5,175,44,1.196444451434174e-09,1.4578009382618984e-08
9732,DHHA1 domain,Formyl transferase,5,175,44,1.196444451434174e-09,1.4578009382618984e-08
9733,DHHA1 domain,TruB family pseudouridylate synthase (N terminal domain),2,175,34,0.0005881626545039717,0.0013490226519332915
9734,DHHA1 domain,tRNA pseudouridylate synthase B C-terminal domain,2,175,34,0.0005881626545039717,0.0013490226519332915
9735,DHHA1 domain,Ketopantoate reductase PanE/ApbA C terminal,6,175,68,1.191428273724952e-10,1.7215347600147332e-09
9736,DHHA1 domain,Ketopantoate reductase PanE/ApbA,6,175,68,1.191428273724952e-10,1.7215347600147332e-09
9737,DHH family,DHHA1 domain,2,167,175,0.013277394487088517,0.019509429065486732
9738,DHHA1 domain,DHHA1 domain,1,175,175,0.1662858176081148,0.18930197933617737
9739,DHH family,"Formyl transferase, C-terminal domain",5,167,44,9.456804840702558e-10,1.173699601988036e-08
9740,DHH family,Formyl transferase,5,167,44,9.456804840702558e-10,1.173699601988036e-08
9741,DHH family,TruB family pseudouridylate synthase (N terminal domain),2,167,34,0.0005360108644169925,0.0012471133839934913
9742,DHH family,tRNA pseudouridylate synthase B C-terminal domain,2,167,34,0.0005360108644169925,0.0012471133839934913
9743,DHH family,Ketopantoate reductase PanE/ApbA C terminal,6,167,68,8.982790486961186e-11,1.3333607961155523e-09
9744,DHH family,Ketopantoate reductase PanE/ApbA,6,167,68,8.982790486961186e-11,1.3333607961155523e-09
9745,DHH family,DHH family,1,167,167,0.15262268182980834,0.17499052856797975
9746,Ferric iron reductase FhuF-like transporter,Helicase conserved C-terminal domain,2,62,8058,0.8027261952980866,0.8293179544408182
9747,FhuF 2Fe-2S C-terminal domain,Helicase conserved C-terminal domain,2,62,8058,0.8027261952980866,0.8293179544408182
9748,Helicase conserved C-terminal domain,Uncharacterised methyltransferase family (DUF6094),2,8058,14,0.14226449694000776,0.16399637638560186
9749,Ferric iron reductase FhuF-like transporter,"Type III restriction enzyme, res subunit",2,62,1671,0.12606261113952982,0.1470410453281468
9750,FhuF 2Fe-2S C-terminal domain,"Type III restriction enzyme, res subunit",2,62,1671,0.12606261113952982,0.1470410453281468
9751,SNF2-related domain,"Type III restriction enzyme, res subunit",2,122,1671,0.3411569770442028,0.3691508092701335
9752,"Type III restriction enzyme, res subunit",Uncharacterised methyltransferase family (DUF6094),2,1671,14,0.008257061247790963,0.012881489016189357
9753,50S ribosome-binding GTPase,"Bifunctional DNA primase/polymerase, N-terminal",8,195,408,3.323393394541619e-08,3.043304039811207e-07
9754,50S ribosome-binding GTPase,Protein of unknown function (DUF3991),2,195,115,0.008008944374573593,0.012555989296615224
9755,50S ribosome-binding GTPase,Toprim-like,2,195,649,0.1734049704977537,0.19665942162034078
9756,50S ribosome-binding GTPase,Poxvirus D5 protein-like,2,195,279,0.04190024565488158,0.05424421117045186
9757,50S ribosome-binding GTPase,Primase C terminal 1 (PriCT-1),2,195,82,0.004160240928100859,0.007175018906526105
9758,Dynamin-like helical domain,Family of unknown function (DUF5906),4,28,527,1.8219711600684903e-06,1.0355386936980807e-05
9759,"Bifunctional DNA primase/polymerase, N-terminal",Dynamin-like helical domain,4,408,28,6.612680489484567e-07,4.3078259130772654e-06
9760,Dynamin-like helical domain,Protein of unknown function (DUF3991),2,28,115,0.00017238420779410607,0.00047781799823298863
